행정읍/면/동,법정읍/면/동,관리기관,설치일자,자전거노선명,자전거도로구분,위치구분,자전거도로재질,연장,폭원,국비,시비,기타비,경계종류,도로노선명
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,89.15,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,18.2,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.81,1.5,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,14.85,1.5,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,18.3,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,140.17,1.5,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,14.95,1.7,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,6.99,2.5,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,15.23,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,16.53,2.6,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,15.41,1.5,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,7.72,2.5,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,202.36,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,54.5,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.64,1.5,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,8.39,1.8,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,12.59,2.5,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,216.54,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,14.64,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,12.47,2.4,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,8.49,2.4,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,14.32,1.9,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,4.38,3,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,193.78,2,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,13.91,1.9,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,69.65,1.8,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,89.02,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,18.23,1.4,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,18.26,1.5,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,141.02,2.2,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,7.9,2.5,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.3,2.5,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,21.94,1.6,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20140101,대로3-4,자전거전용도로,우,투수콘,8.08,2.5,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,197.01,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,4.86,2.4,0,0,0,경계석,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.05,1.5,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,217.19,1.7,0,0,0,도색,
음봉면,음봉면 신휴리,도시계획과,20140101,대로3-4,자전거전용도로,좌,투수콘,14.98,1.8,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,18,1.67,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,7.33,1.16,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,7.67,1.64,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,27.22,1.65,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.3,1,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,62.03,1.87,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.16,1,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.57,1.2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,59,1.47,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.57,1.32,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,29.27,1.4,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,10,1.55,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,56.68,2,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,7.93,2.11,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,50.44,2,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,51.8,2,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.3,1.9,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,62.86,1.57,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,9,1.54,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.18,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,14,2.11,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,14,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,9.66,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,75.64,2,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,73.37,1.34,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,5.58,1.8,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,303.06,2,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,중앙,아스팔트,15.92,2,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,73.23,2.08,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,우,아스팔트,8.78,2.01,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,좌,아스콘,83.49,1.98,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,좌,아스팔트,9.68,2.01,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,168.83,1.98,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,186.95,1.96,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,우,아스팔트,6.15,1.98,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,중앙,아스팔트,16.88,2,0,0,0,도색,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,118.8,1.86,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,68.78,1.85,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,92.53,1.88,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,210.7,1.34,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,64.45,1.47,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,11.81,1.88,0,0,0,경계석,
둔포면,둔포면 운교리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,69.71,1.33,0,0,0,경계석,
둔포면,둔포면 운교리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,119.6,1.93,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,62.61,1.36,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,4.94,1.87,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,101.2,1.85,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,39.73,1.39,0,0,0,경계석,
둔포면,둔포면 운교리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,28.99,1.41,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,92.27,1.93,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,42.19,1.99,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,57.27,1.87,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,8.71,1.37,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,50.99,1.86,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,51.56,1.4,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,86.46,1.9,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,87.72,1.37,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,46.6,1.82,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,16.99,1.34,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,32,1.86,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,69.9,1.35,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,16.98,1.38,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,96.68,1.56,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,189.4,1.38,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,196.7,1.37,0,0,0,경계석,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,29.02,1.35,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,175.2,1.36,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,34.18,1.37,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,165.2,1.34,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,75.4,1.34,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,167,1.47,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,68.9,1.4,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,투수콘,74.02,1.33,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,투수콘,72.31,1.39,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,75.82,1.99,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,73.94,2.03,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,189.5,1.99,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,139,1.59,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,133.7,2.02,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,62.31,1.51,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,중앙,투수콘,59.43,1.61,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,149.3,2.11,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,기타,187.7,2.11,0,0,0,경계석,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,우,아스콘,418.2,2.83,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,아스콘,240.7,2.23,0,0,0,도색,
둔포면,둔포면 석곡리,도시계획과,20120101,대로3-4,자전거전용도로,좌,아스콘,235.6,2.16,0,0,0,도색,
둔포면,둔포면 운교리,도시계획과,20120101,대로3-4,자전거전용도로,좌,아스콘,93.6,2.25,0,0,0,미분류,
둔포면,둔포면 둔포리,도시계획과,20120101,대로3-4,자전거전용도로,우,아스콘,191.9,2.66,0,0,0,미분류,
온양4동,실옥동,도로과,19000101,대로3-4,자전거전용도로,좌,콘크리트,119.79,3.58,0,0,0,경계석,
배방읍,배방읍,도시계획과,20141201,대로3-4,자전거자동차겸용도로,중앙,아스팔트,49.32,2.38,0,0,0,도색,
배방읍,배방읍,도시계획과,20141201,대로3-4,자전거자동차겸용도로,우,아스팔트,12.86,2.28,0,0,0,도색,
배방읍,배방읍,도시계획과,20141201,대로3-4,자전거자동차겸용도로,중앙,아스팔트,56.64,2.32,0,0,0,도색,
배방읍,배방읍,도시계획과,20141201,대로3-4,자전거자동차겸용도로,중앙,아스팔트,13.45,2.31,0,0,0,도색,
배방읍,배방읍,도시계획과,20141201,대로3-4,자전거자동차겸용도로,중앙,아스팔트,18.25,2.29,0,0,0,도색,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,103.98,1.7,0,0,0,경계석,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,13.22,1.5,0,0,0,도색,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,12.36,2,0,0,0,경계석,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,33.53,2,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,4.95,2,0,0,0,도색,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.57,2,0,0,0,도색,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.58,2,0,0,0,도색,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,우,아스팔트,16,2,0,0,0,도색,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,5.4,2,0,0,0,도색,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,11.25,1.4,0,0,0,도색,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,17.42,2,0,0,0,도색,
온양5동,용화동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,582.21,1.34,0,0,0,경계석,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,92.73,1.7,0,0,0,경계석,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,8.61,1.73,0,0,0,도색,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,57.15,1.8,0,0,0,경계석,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.58,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,10.72,1.6,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,56.46,1.8,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,9.04,1.73,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.33,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,200.84,1.32,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.52,2.48,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,1.57,13.27,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,좌,아스팔트,35.57,1.27,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,18.33,1.53,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,7.84,1.6,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,43.09,1.95,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,6.6,1.76,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,16.86,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,14.02,1,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,21.35,2.2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,5.96,2,0,0,0,도색,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,5.72,2,0,0,0,도색,
온양3동,모종동,도시계획과,20160101,대로3-4,자전거전용도로,좌,투수콘,155.9,2.57,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거전용도로,우,투수콘,156.25,2.43,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거전용도로,우,투수콘,14.36,2.48,0,0,0,경계석,
온양3동,모종동,도시계획과,20160101,대로3-4,자전거전용도로,좌,투수콘,26.22,2.5,0,0,0,경계석,
온양3동,모종동,도시계획과,20160101,대로3-4,자전거전용도로,좌,투수콘,13.11,2.46,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거전용도로,우,투수콘,29.31,2.44,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거전용도로,우,투수콘,29.6,2.49,0,0,0,경계석,
온양6동,풍기동,도시계획과,20160101,대로3-4,자전거전용도로,우,투수콘,95.39,2.5,0,0,0,경계석,
온양3동,모종동,도시계획과,20160101,대로3-4,자전거전용도로,좌,투수콘,166.22,2.5,0,0,0,경계석,
온양3동,모종동,도시계획과,20160101,대로3-4,자전거전용도로,좌,투수콘,13.8,2.42,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,우,투수콘,221.01,2.07,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,우,투수콘,174.05,1.68,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,153.11,1.69,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,47.65,1.97,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,972.28,1.78,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,123.44,2.14,0,0,0,경계석,
4413157000,4413111600,MNG001,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,46.76,1.57,0,0,0,경계석,
4413157000,4413111600,MNG001,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,52.26,1.7,0,0,0,경계석,
4413157000,4413111600,MNG001,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,75.14,1.66,0,0,0,경계석,
4413157000,4413111600,MNG001,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,18.33,2.38,0,0,0,경계석,
4413157000,4413111600,MNG001,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,24.97,1.69,0,0,0,경계석,
배방읍,배방읍 휴대리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,우,투수콘,667.83,1.76,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,437.73,2.9,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,212.14,1.97,0,0,0,경계석,
탕정면,탕정면 용두리,도시계획과,20160128,대로3-4,자전거보행자겸용도로,좌,투수콘,228.51,2.91,0,0,0,경계석,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,9.36,1.85,0,0,0,도색,
온양6동,법곡동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,94.7,2,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거보행자겸용도로,우,아스팔트,17.5,1.5,0,0,0,경계석,
온양6동,읍내동,도시계획과,20160101,대로3-4,자전거자동차겸용도로,중앙,아스팔트,10.81,1.33,0,0,0,도색,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,137.46,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,5.42,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,51.73,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,7.67,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,221.53,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,103.12,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,400.72,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,183.31,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,78.9,1.8,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,7.27,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,좌,투수콘,125.5,2.1,0,0,0,경계석,
탕정면,탕정면 명암리,도로과,20140101,,자전거보행자겸용도로,우,투수콘,9.46,2.1,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,우,아스팔트,15.15,1.99,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,좌,아스콘,372.05,1.98,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,좌,아스팔트,8.14,2,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,309.44,2,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,중앙,아스팔트,16.6,2.01,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거전용도로,좌,아스콘,257.55,2,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거전용도로,좌,아스콘,30.18,1.93,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거전용도로,좌,아스콘,53.74,1.98,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거전용도로,우,아스콘,12.68,1.93,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,좌,아스팔트,8.04,2.01,0,0,0,도색,
신창면,신창면,도로과,20171001,,자전거보행자겸용도로,좌,아스콘,136.65,3,0,0,0,경계석,
신창면,신창면,도로과,20171001,,자전거자동차겸용도로,중앙,아스팔트,6.43,2.01,0,0,0,도색,
